amount,seconds_since_customer_transaction,customer_transactions_before,customer_amount_sum_before,customer_avg_amount_before,amount_vs_customer_history,amount_difference_from_history,customer_txn_count_1h_before,customer_txn_count_24h_before,device_transactions_before,device_customer_count_before,is_seen_device_before,ip_transactions_before,ip_customer_count_before,is_seen_ip_before,merchant_transactions_before,merchant_customers_before,is_new_location,location_changed_from_previous,hour_of_day,day_of_week,is_weekend,is_late_night,amount_log,is_high_value,is_very_high_value,device_ip_transactions_before,device_other_customers_before,ip_other_customers_before,network_connections_before,payment_method_card,payment_method_netbanking,payment_method_upi,payment_method_wallet,location_Ahmedabad,location_Bengaluru,location_Chennai,location_Delhi,location_Hyderabad,location_Kolkata,location_Mumbai,location_Pune,location_Vijayawada,location_Visakhapatnam
6730.49,126863.0,3,25216.57,8405.523333333333,0.800722302835001,-1675.0333333333328,2,3,11,5,1,3,2,1,75,189,0,0,15,3,0,0,8.814551794865189,0,0,3,4,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3419.86,469874.0,8,27559.48,3444.935,0.992721197932617,-25.074999999999818,3,8,18,3,1,24,4,1,89,211,0,0,15,3,0,0,8.137647260433688,0,0,7,2,3,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2073.86,3999906.0,5,9992.89,1998.578,1.0376677817928548,75.28200000000015,0,5,15,4,1,13,4,1,87,226,0,0,15,3,0,0,7.637648960509086,0,0,5,2,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1113.06,2974397.0,2,2153.71,1076.855,1.0336210539023358,36.20499999999993,1,2,12,3,1,4,4,1,91,209,0,0,15,3,0,0,7.0157662790009265,0,0,1,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1829.91,5389029.0,3,5182.08,1727.36,1.0593680529825862,102.55000000000018,0,3,8,3,1,3,2,1,90,202,0,0,15,3,0,0,7.512568389998389,0,0,2,2,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9821.29,2027159.0,3,24227.379999999997,8075.793333333332,1.2161393431728897,1745.4966666666687,1,3,11,5,1,1,2,1,98,213,0,0,15,3,0,0,9.192409571718196,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
767.79,934766.0,8,7348.43,918.55375,0.8358683419451501,-150.76375000000007,2,8,15,5,1,11,2,1,76,189,0,0,15,3,0,0,6.644817850287408,0,0,2,4,1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2098.87,187635.0,5,4257.26,851.452,2.465047941633821,1247.418,3,5,14,6,1,10,3,1,82,192,0,0,15,3,0,0,7.649630717033431,0,0,1,4,2,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0
963.43,559614.0,5,9177.029999999999,1835.4059999999997,0.5249138337784665,-871.9759999999998,2,5,5,2,1,1,1,1,96,216,0,0,15,3,0,0,6.871537253247495,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1051.5,1821236.0,6,12823.76,2137.2933333333335,0.49197739196616275,-1085.7933333333335,2,6,13,4,1,7,3,1,96,209,0,0,15,3,0,0,6.958923565556536,0,0,2,3,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0
14754.24,181860.0,6,20796.34,3466.056666666667,4.256779798753049,11288.183333333332,1,6,7,2,1,3,2,1,98,212,0,0,15,3,0,0,9.599353552917409,1,0,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4189.33,1669916.0,5,30475.690000000002,6095.138000000001,0.6873232402613361,-1905.808000000001,2,5,19,6,1,8,4,1,86,189,0,0,15,3,0,0,8.34053476876474,0,0,3,4,2,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0
843.23,999999.0,0,0.0,1153.58,0.7309679432722482,-310.3499999999999,0,0,13,3,1,6,5,1,86,205,0,0,15,3,0,0,6.738424969319689,0,0,0,2,3,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1051.35,1913597.0,3,6604.5599999999995,2201.52,0.4775564155674261,-1150.17,2,3,3,2,1,2,3,1,77,211,0,0,15,3,0,0,6.95878103758518,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2015.42,183006.0,6,13500.26,2250.0433333333335,0.8957249712227764,-234.62333333333345,3,6,13,4,1,18,5,1,75,203,0,0,16,3,0,0,7.609078940826217,0,0,2,3,3,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3457.42,1272721.0,6,14374.15,2395.6916666666666,1.4431823794798302,1061.7283333333335,6,6,7,3,1,7,3,1,89,200,0,0,16,3,0,0,8.14856711635775,0,0,6,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
928.79,4078645.0,7,9293.109999999999,1327.5871428571427,0.6996075587182332,-398.7971428571427,0,7,4,2,1,10,2,1,86,214,0,0,16,3,0,0,6.834958754197573,0,0,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
750.56,971410.0,5,10464.05,2092.81,0.35863743005815146,-1342.25,4,5,7,4,1,5,3,1,93,216,0,0,16,3,0,0,6.622151046325322,0,0,2,2,2,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1665.84,1368464.0,11,16360.22,1487.2927272727272,1.1200485079051503,178.54727272727268,6,11,10,3,1,11,1,1,89,204,0,0,16,3,0,0,7.418684897340502,0,0,3,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4194.28,17120.0,9,31787.15,3531.9055555555556,1.1875402481820483,662.3744444444442,3,9,16,3,1,12,4,1,86,200,0,0,16,3,0,0,8.341715362800224,0,0,6,2,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
917.33,18433.0,7,21836.54,3119.5057142857145,0.29406261248347954,-2202.1757142857145,4,7,14,5,1,4,1,1,71,186,0,0,16,3,0,0,6.822556803148252,0,0,4,3,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0
510.59,652371.0,13,15238.15,1172.1653846153845,0.43559552832857007,-661.5753846153846,6,13,15,4,1,18,5,1,88,223,0,0,16,3,0,0,6.237523522992933,0,0,7,2,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1588.93,4719612.0,2,1948.17,974.085,1.6312026157881498,614.845,0,2,8,4,1,4,3,1,80,208,0,0,16,3,0,0,7.371445269087909,0,0,0,3,2,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0
767.64,6213032.0,1,1169.55,1169.55,0.6563550083365397,-401.90999999999997,0,1,4,2,1,1,1,1,76,181,0,0,16,3,0,0,6.644622719451564,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1343.33,2071012.0,8,16102.32,2012.79,0.6673969962092419,-669.46,2,8,9,2,1,11,3,1,85,185,0,0,16,3,0,0,7.20365102665842,0,0,3,1,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1760.25,3910264.0,2,3244.09,1622.045,1.0852041712776155,138.20499999999993,0,2,2,3,1,13,5,1,86,184,0,0,16,3,0,0,7.4737790632128895,0,0,1,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3103.72,2086772.0,5,18037.4,3607.4800000000005,0.8603568141749918,-503.7600000000007,2,5,8,2,1,4,3,1,109,205,0,0,16,3,0,0,8.040678813167721,0,0,0,1,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
488.16,5260683.0,1,508.16,508.16,0.9606423173803527,-20.0,0,1,3,2,1,2,2,1,76,201,0,0,16,3,0,0,6.1926896343211695,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
713.3,375386.0,9,3988.71,443.19,1.6094677226471716,270.10999999999996,4,9,12,3,1,11,3,1,91,204,0,0,16,3,0,0,6.571303042160927,0,0,9,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1691.87,102589.0,10,8622.74,862.274,1.9621025335334243,829.5959999999999,4,10,22,3,1,25,4,1,73,194,0,0,16,3,0,0,7.4341805924158315,0,0,10,2,3,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1633.33,2427324.0,4,5451.360000000001,1362.8400000000001,1.1984752428751722,270.4899999999998,1,4,1,1,1,4,2,1,79,188,0,0,16,3,0,0,7.398988213413432,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1097.71,587854.0,9,13298.34,1477.5933333333332,0.7429040015520735,-379.8833333333332,4,9,5,1,1,13,3,1,81,209,0,0,16,3,0,0,7.00189204333102,0,0,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2144.2,105712.0,4,14930.869999999999,3732.7174999999997,0.5744340416867871,-1588.5175,3,4,18,3,1,17,4,1,85,191,0,0,16,3,0,0,7.6709880671087705,0,0,4,2,3,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0
785.86,512596.0,8,22427.09,2803.38625,0.28032526734409147,-2017.52625,4,8,21,6,1,9,2,1,70,195,0,0,16,3,0,0,6.668050341868702,0,0,8,5,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1593.99,47835.0,8,26729.34,3341.1675,0.47707575271218816,-1747.1775,3,8,17,7,1,9,2,1,82,217,0,0,16,3,0,0,7.374622745606814,0,0,6,5,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0
480.86,2010014.0,12,11899.25,991.6041666666666,0.4849314032397,-510.7441666666666,5,12,13,6,1,9,2,1,75,199,0,0,17,3,0,0,6.177653615428426,0,0,1,4,1,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8932.94,3118334.0,4,59790.21000000001,14947.552500000002,0.597618907844612,-6014.612500000001,1,4,11,4,1,5,3,1,80,187,0,0,17,3,0,0,9.097612785972789,0,0,0,3,2,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1131.23,5945500.0,1,3842.25,3842.25,0.29441863491443815,-2711.02,0,1,0,1,0,1,2,1,67,166,0,0,17,3,0,0,7.031944418336838,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1106.15,4583755.0,2,2252.84,1126.42,0.9820049359919035,-20.269999999999982,0,2,26,7,1,2,2,1,98,222,0,0,17,3,0,0,7.009544424884171,0,0,1,6,1,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1314.69,333685.0,12,30787.91,2565.659166666667,0.5124180238281845,-1250.9691666666668,5,12,16,3,1,12,3,1,88,182,0,0,17,3,0,0,7.182116521826074,0,0,4,2,2,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
955.06,2516679.0,4,4909.11,1227.2775,0.7781940107269953,-272.2175,2,4,28,9,1,25,7,1,100,203,0,0,17,3,0,0,6.862820672588256,0,0,2,8,6,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1636.16,999999.0,0,0.0,1532.5,1.0676411092985318,103.66000000000008,0,0,2,4,1,3,3,1,75,172,0,0,17,3,0,0,7.400718312362783,0,0,0,2,2,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1127.47,1507227.0,6,7654.76,1275.7933333333333,0.8837403132168743,-148.32333333333327,2,6,12,6,1,3,1,1,85,190,0,0,17,3,0,0,7.0286180119432204,0,0,3,4,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2611.04,298059.0,3,4364.74,1454.9133333333332,1.7946361066180347,1156.1266666666668,1,3,8,3,1,10,4,1,83,204,0,0,17,3,0,0,7.867886804214746,0,0,3,2,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1356.32,1238238.0,6,21002.61,3500.435,0.3874718427852538,-2144.115,2,6,27,10,1,0,1,0,87,214,0,0,17,3,0,0,7.21326744633129,0,0,0,7,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9372.14,265672.0,7,25858.84,3694.12,2.53704265156519,5678.0199999999995,4,7,11,14,1,11,15,1,83,218,1,1,17,3,0,0,9.145603431154727,0,0,5,6,6,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6155.71,1051669.0,7,21332.05,3047.4357142857143,2.0199638572007848,3108.2742857142857,3,7,13,3,1,14,3,1,77,189,0,0,17,3,0,0,8.72529782294112,0,0,7,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2009.32,3620042.0,2,1474.16,737.08,2.726054159657025,1272.2399999999998,0,2,13,4,1,1,2,1,93,209,0,0,17,3,0,0,7.6060491923616125,0,0,1,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4133.41,2762912.0,3,8100.719999999999,2700.24,1.5307565253458952,1433.17,2,3,10,9,1,6,3,1,101,215,0,0,17,3,0,0,8.327099912875953,0,0,3,5,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1517.62,240229.0,7,18957.75,2708.25,0.5603692421305271,-1190.63,3,7,8,4,1,11,4,1,88,205,0,0,17,3,0,0,7.325557306717433,0,0,2,2,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1387.49,5988296.0,3,7329.04,2443.0133333333333,0.5679420497091024,-1055.5233333333333,0,3,4,4,1,14,3,1,70,192,0,0,17,3,0,0,7.235972104704355,0,0,1,2,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6928.17,5095509.0,1,5096.8,5096.8,1.3593176110500707,1831.37,0,1,12,4,1,1,3,1,77,172,0,0,17,3,0,0,8.843495315891285,0,0,1,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3014.28,127107.0,5,13269.25,2653.85,1.135814006066658,360.4300000000003,1,5,11,2,1,6,3,1,60,189,0,0,17,3,0,0,8.011447973837619,0,0,3,1,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
736.67,213857.0,6,8337.11,1389.5183333333334,0.5301621305224472,-652.8483333333335,3,6,11,4,1,4,3,1,75,189,0,0,18,3,0,0,6.603496570125555,0,0,2,3,2,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1705.24,229938.0,6,5170.09,861.6816666666667,1.9789674841250344,843.5583333333333,2,6,19,6,1,3,2,1,84,208,0,0,18,3,0,0,7.442047398110234,0,0,1,5,1,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4655.85,1571809.0,5,16257.369999999999,3251.4739999999997,1.4319198000660627,1404.3760000000007,2,5,14,5,1,24,4,1,63,192,0,0,18,3,0,0,8.446094532886656,0,0,5,2,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9063.94,5120538.0,1,2352.07,2352.07,3.8536012958797996,6711.870000000001,0,1,33,8,1,9,5,1,89,210,0,0,18,3,0,0,9.112169504303285,0,0,1,7,4,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1005.82,2468608.0,6,20172.06,3362.01,0.2991722213794724,-2356.19,2,6,17,6,1,5,1,1,71,176,0,1,18,3,0,0,6.91455212798241,0,0,5,4,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4759.03,1137262.0,4,9719.08,2429.77,1.958633944776666,2329.2599999999998,1,4,5,2,1,4,1,1,77,197,0,0,18,3,0,0,8.468009249726613,0,0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
535.35,1901979.0,2,1600.06,800.03,0.6691624064097597,-264.67999999999995,1,2,11,5,1,7,2,1,74,176,0,0,18,3,0,0,6.2847869330434385,0,0,2,4,1,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1869.1,999999.0,0,0.0,1403.48,1.3317610511015474,465.6199999999999,0,0,23,11,1,8,3,1,76,183,0,0,18,3,0,0,7.533747184354675,0,0,0,6,2,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1944.85,658603.0,1,2374.66,2374.66,0.8190014570506936,-429.80999999999995,1,1,18,5,1,4,3,1,70,183,0,0,18,3,0,0,7.573454178582853,0,0,1,4,1,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0
528.86,1041717.0,7,10049.01,1435.5728571428572,0.3683964888083503,-906.7128571428572,3,7,26,7,1,9,2,1,78,211,0,0,18,3,0,0,6.2726128207087655,0,0,3,6,1,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4835.03,1257103.0,5,15210.369999999999,3042.0739999999996,1.5893860570124199,1792.9560000000001,2,5,6,2,1,8,2,1,63,181,0,0,18,3,0,0,8.483849415189388,0,0,4,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4825.33,407943.0,9,19336.45,2148.4944444444445,2.2459122538004648,2676.8355555555554,2,9,16,5,1,3,2,1,59,189,0,0,18,3,0,0,8.481841623457642,0,0,1,3,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3167.66,370407.0,8,25382.5,3172.8125,0.9983760464887225,-5.1525000000001455,3,8,14,5,1,8,1,1,86,213,0,0,18,3,0,0,8.061064064569274,0,0,4,4,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1484.34,392216.0,9,16451.73,1827.97,0.8120155144778086,-343.6300000000001,4,9,12,4,1,9,4,1,106,214,0,0,18,3,0,0,7.303398981259279,0,0,2,3,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0
548.99,1634980.0,3,1698.1100000000001,566.0366666666667,0.9698841653367566,-17.046666666666738,1,3,14,5,1,4,3,1,93,201,0,0,18,3,0,0,6.309900096243044,0,0,2,3,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2134.89,3988347.0,4,8513.84,2128.46,1.003020963513526,6.429999999999836,0,4,11,3,1,8,3,1,80,196,0,0,18,3,0,0,7.66663870062667,0,0,3,2,2,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0
831.19,1648108.0,6,13703.3,2283.883333333333,0.36393715382426134,-1452.6933333333332,1,6,7,4,1,7,3,1,87,213,0,0,18,3,0,0,6.724060780134419,0,0,1,1,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1903.36,1151792.0,5,14802.279999999999,2960.4559999999997,0.642927981365033,-1057.0959999999998,2,5,12,3,1,5,2,1,92,194,0,0,18,3,0,0,7.551901273109019,0,0,4,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2260.54,2765283.0,3,16117.99,5372.663333333333,0.42074849283316346,-3112.123333333333,1,3,3,4,1,9,3,1,82,200,0,0,18,3,0,0,7.723801276137114,0,0,1,1,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1691.48,3101828.0,3,7265.92,2421.9733333333334,0.6983891922839778,-730.4933333333333,1,3,5,4,1,11,3,1,65,187,0,0,18,3,0,0,7.433950187877615,0,0,3,1,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3083.07,553893.0,7,23844.4,3406.342857142857,0.9050967942158327,-323.272857142857,2,7,24,6,1,4,1,1,80,206,0,0,18,3,0,0,8.0340054322207,0,0,4,4,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1697.9,2794153.0,3,7521.780000000001,2507.26,0.6771934302784713,-809.3600000000001,1,3,5,3,1,3,3,1,66,175,0,0,19,3,0,0,7.437736261787869,0,0,3,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8880.55,3380593.0,8,46318.17,5789.77125,1.5338343462187733,3090.7787499999995,1,8,10,2,1,20,3,1,87,205,0,0,19,3,0,0,9.091731370303766,0,0,8,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
771.78,999999.0,0,0.0,1158.2,0.6663615955793473,-386.4200000000001,0,0,17,16,1,7,11,1,72,176,0,0,19,3,0,0,6.649994402646233,0,0,7,11,5,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0
643.56,1094683.0,8,7956.75,994.59375,0.6470581581675935,-351.03375000000005,4,8,15,5,1,2,2,1,90,198,0,0,19,3,0,0,6.468567913468941,0,0,0,4,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6675.02,305207.0,4,20973.08,5243.27,1.2730643281768819,1431.75,3,4,10,5,1,4,1,1,80,202,0,0,19,3,0,0,8.80627728058311,0,0,4,4,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1599.62,794157.0,8,14445.960000000001,1805.7450000000001,0.8858504384616874,-206.12500000000023,4,8,3,2,1,11,3,1,77,171,0,0,19,3,0,0,7.378146333169137,0,0,2,1,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2910.62,1763919.0,4,6597.06,1649.265,1.7647982586182327,1261.3549999999998,2,4,10,5,1,4,1,1,88,231,0,0,19,3,0,0,7.976464906295933,0,0,3,3,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3297.99,132864.0,7,22039.52,3148.502857142857,1.0474788017161898,149.48714285714277,2,7,16,4,1,7,2,1,80,189,0,0,19,3,0,0,8.101371640002405,0,0,2,3,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4680.5,1424674.0,5,12189.81,2437.962,1.9198412444492572,2242.538,3,5,29,7,1,6,2,1,92,209,0,0,19,3,0,0,8.451373850378944,0,0,5,6,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1666.86,336035.0,5,5251.530000000001,1050.306,1.5870232103786894,616.5539999999999,2,5,14,4,1,13,4,1,78,186,0,0,19,3,0,0,7.419296646542416,0,0,2,3,3,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0
425.66,648013.0,8,2527.81,315.97625,1.3471265641009413,109.68375000000003,5,8,31,5,1,32,4,1,80,180,0,0,19,3,0,0,6.055987443123482,0,0,4,4,3,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2884.85,6196859.0,1,1617.43,1617.43,1.783601145026369,1267.4199999999998,0,1,14,4,1,0,1,0,80,189,0,0,19,3,0,0,7.967574762931092,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
360.13,2755009.0,5,3494.19,698.838,0.5153268711775834,-338.70799999999997,2,5,8,3,1,10,4,1,54,169,0,0,19,3,0,0,5.8892380043118715,0,0,2,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3859.38,17211.0,6,32076.97,5346.161666666667,0.7218973612532605,-1486.7816666666668,4,6,18,4,1,7,2,1,85,209,0,0,19,3,0,0,8.258520903209282,0,0,2,3,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
272.33,4153149.0,5,7464.04,1492.808,0.18242801485522583,-1220.478,0,5,12,3,1,14,6,1,78,186,0,0,19,3,0,0,5.610679856393877,0,0,4,2,3,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2102.63,1796313.0,4,6322.38,1580.595,1.3302775220723841,522.0350000000001,2,4,7,3,1,29,6,1,85,186,0,0,19,3,0,0,7.651419702879899,0,0,2,2,5,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1283.37,2510443.0,1,2074.77,2074.77,0.6185601295565291,-791.4000000000001,1,1,13,4,1,0,2,0,81,187,0,0,19,3,0,0,7.158023604732983,0,0,0,3,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
965.4,2395854.0,6,9470.99,1578.4983333333332,0.6115939305183513,-613.0983333333332,1,6,1,1,1,10,5,1,79,200,0,0,19,3,0,0,6.873577827180551,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1695.24,52369.0,5,4648.4,929.68,1.8234661388864988,765.5600000000001,1,5,11,4,1,11,4,1,85,192,0,0,19,3,0,0,7.436169315774295,0,0,3,3,3,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1716.14,881463.0,3,5829.42,1943.14,0.8831787725022386,-227.0,2,3,11,6,1,11,6,1,68,201,0,0,19,3,0,0,7.448415395138991,0,0,0,5,4,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3425.31,93273.0,6,21305.68,3550.9466666666667,0.9646188246514544,-125.63666666666677,4,6,10,4,1,15,6,1,94,209,0,0,19,3,0,0,8.13923915932065,0,0,1,3,3,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2251.26,1683561.0,3,5751.92,1917.3066666666666,1.1741783613123966,333.9533333333336,3,3,8,3,1,1,1,1,82,216,0,0,19,3,0,0,7.719689435526132,0,0,1,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4300.88,2571765.0,3,7554.4,2518.133333333333,1.7079635708990788,1782.746666666667,3,3,8,4,1,3,1,1,76,188,0,0,20,3,0,0,8.366807415435842,0,0,2,3,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
503.99,2121636.0,6,3359.7200000000003,559.9533333333334,0.9000571476194444,-55.96333333333337,1,6,16,6,1,6,1,1,73,179,0,0,20,3,0,0,6.2245386270991,0,0,4,4,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0
810.56,3508915.0,2,915.1099999999999,457.55499999999995,1.7715028794352592,353.005,1,2,13,4,1,5,3,1,90,190,0,0,20,3,0,0,6.698958321374849,0,0,1,3,2,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3182.62,1562643.0,6,31234.07,5205.678333333333,0.6113746943641991,-2023.0583333333334,2,6,18,4,1,1,1,1,81,208,0,0,20,3,0,0,8.065774193108217,0,0,1,3,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2211.59,4095649.0,5,6372.070000000001,1274.4140000000002,1.7353779854898015,937.1759999999999,0,5,15,4,1,5,2,1,83,187,0,0,20,3,0,0,7.70191905402086,0,0,5,3,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1465.39,3352913.0,7,22518.47,3216.924285714286,0.4555251755558881,-1751.5342857142857,2,7,10,3,1,17,5,1,76,198,0,0,20,3,0,0,7.29055887708053,0,0,5,2,3,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5483.67,2029531.0,2,8702.71,4351.355,1.260221241429394,1132.3150000000005,1,2,8,4,1,13,6,1,79,191,0,0,20,3,0,0,8.609712206815534,0,0,2,3,5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2412.66,1412031.0,4,18077.010000000002,4519.2525000000005,0.5338626244052528,-2106.5925000000007,2,4,12,7,1,7,3,1,84,208,0,0,20,3,0,0,7.788899546667456,0,0,3,5,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
737.63,5505659.0,3,2628.8599999999997,876.2866666666665,0.8417679146093745,-138.65666666666652,0,3,13,4,1,11,3,1,87,184,0,0,20,3,0,0,6.60479711897784,0,0,0,3,2,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6799.18,2250044.0,3,18881.68,6293.893333333333,1.0802820511734126,505.28666666666686,2,3,0,2,0,4,5,1,79,190,0,0,20,3,0,0,8.824704361402093,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1849.95,476963.0,5,11786.11,2357.222,0.7848009224417556,-507.27200000000016,3,5,25,6,1,8,2,1,86,191,0,0,20,3,0,0,7.52345429978294,0,0,5,4,1,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3441.44,1302964.0,9,46590.24,5176.693333333333,0.6647950300320411,-1735.2533333333326,2,9,14,4,1,10,2,1,90,214,0,0,20,3,0,0,8.14393580125702,0,0,6,3,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11909.05,1995360.0,3,38193.86,12731.286666666667,0.9354160590210049,-822.2366666666676,1,3,5,2,1,4,3,1,75,194,0,0,20,3,0,0,9.385137860493346,1,0,3,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2074.77,945192.0,8,35205.62,4400.7025,0.4714633629517105,-2325.9325000000003,4,8,5,2,1,30,5,1,76,198,0,0,20,3,0,0,7.638087448167384,0,0,5,0,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0
616.42,567733.0,8,11689.75,1461.21875,0.42185333304818323,-844.79875,4,8,13,3,1,5,2,1,84,205,0,0,20,3,0,0,6.425549505453333,0,0,4,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
