device_id,device_type
D04417,android
D04418,ios
D04419,ios
D04420,web
D04421,ios
D04422,web
D04423,android
D04424,web
D04425,web
D04426,web
D04427,web
D04428,ios
D04429,ios
D04430,ios
D04431,ios
D04432,ios
D04433,web
D04434,ios
D04435,web
D04436,ios
D04437,web
D04438,android
D04439,ios
D04440,web
D04441,web
D04442,ios
D04443,android
D04444,web
D04445,ios
D04446,android
D04447,ios
D04448,web
D04449,ios
D04450,ios
D04451,android
D04452,android
D04453,ios
D04454,ios
D04455,ios
D04456,ios
D04457,web
D04458,ios
D04459,ios
D04460,android
D04461,ios
D04462,android
D04463,android
D04464,ios
D04465,ios
D04466,ios
D04467,ios
D04468,android
D04469,ios
D04470,web
D04471,ios
D04472,ios
D04473,android
D04474,ios
D04475,android
D04476,android
D04477,ios
D04478,ios
D04479,android
D04480,web
D04481,android
D04482,android
D04483,web
D04484,web
D04485,android
D04486,android
D04487,web
D04488,web
D04489,android
D04490,web
D04491,ios
D04492,web
D04493,android
D04494,ios
D04495,ios
D04496,ios
D04497,ios
D04498,web
D04499,web
D04500,android
D04501,android
D04502,web
D04503,ios
D04504,web
D04505,ios
D04506,ios
D04507,android
D04508,web
D04509,ios
D04510,web
D04511,web
D04512,ios
D04513,ios
D04514,android
D04515,ios
D04516,android
D04517,android
D04518,web
D04519,android
D04520,ios
D04521,ios
D04522,android
D04523,web
D04524,web
D04525,web
D04526,android
D04527,android
D04528,ios
D04529,ios
D04530,android
D04531,web
D04532,web
D04533,android
D04534,android
D04535,android
D04536,web
D04537,android
D04538,ios
D04539,web
D04540,web
D04541,ios
D04542,ios
D04543,android
D04544,android
D04545,web
D04546,web
D04547,web
D04548,web
D04549,web
D04550,web
D04551,web
D04552,ios
D04553,ios
D04554,android
D04555,android
D04556,web
D04557,android
D04558,web
D04559,ios
D04560,web
D04561,android
D04562,web
D04563,ios
D04564,ios
D04565,ios
D04566,ios
D04567,android
D04568,ios
D04569,web
D04570,ios
D04571,ios
D04572,ios
D04573,ios
D04574,android
D04575,web
D04576,web
D04577,web
D04578,ios
D04579,web
D04580,ios
D04581,web
D04582,android
D04583,ios
D04584,web
D04585,ios
D04586,web
D04587,web
D04588,ios
D04589,ios
D04590,web
D04591,web
D04592,ios
D04593,web
D04594,android
D04595,web
D04596,web
D04597,android
D04598,web
D04599,ios
D04600,web
D04601,android
D04602,ios
D04603,ios
D04604,ios
D04605,web
D04606,web
D04607,ios
D04608,android
D04609,web
D04610,web
D04611,web
D04612,android
D04613,ios
D04614,web
D04615,android
D04616,web
D04617,android
D04618,web
D04619,android
D04620,android
D04621,web
D04622,android
D04623,web
D04624,web
D04625,android
D04626,ios
D04627,ios
D04628,ios
D04629,android
D04630,ios
D04631,ios
D04632,ios
D04633,web
D04634,android
D04635,web
D04636,web
D04637,ios
D04638,android
D04639,android
D04640,android
D04641,ios
D04642,android
D04643,ios
D04644,android
D04645,android
D04646,android
D04647,web
D04648,ios
D04649,ios
D04650,android
D04651,ios
D04652,ios
D04653,ios
D04654,ios
D04655,android
D04656,android
D04657,web
D04658,web
D04659,android
D04660,ios
D04661,ios
D04662,web
D04663,web
D04664,web
D04665,ios
D04666,android
D04667,ios
D04668,ios
D04669,ios
D04670,ios
D04671,android
D04672,android
D04673,android
D04674,ios
D04675,web
D04676,ios
D04677,ios
D04678,android
D04679,android
D04680,web
D04681,web
D04682,android
D04683,web
D04684,android
D04685,web
D04686,ios
D04687,web
D04688,android
D04689,ios
D04690,android
D04691,web
D04692,web
D04693,web
D04694,web
D04695,ios
D04696,ios
D04697,ios
D04698,ios
D04699,ios
D04700,ios
D04701,android
D04702,android
D04703,android
D04704,android
D04705,ios
D04706,android
D04707,web
D04708,web
D04709,android
D04710,android
D04711,android
D04712,ios
D04713,web
D04714,ios
D04715,android
D04716,ios
D04717,ios
D04718,ios
D04719,web
D04720,android
D04721,ios
D04722,android
D04723,web
D04724,web
D04725,web
D04726,ios
D04727,web
D04728,android
D04729,web
D04730,android
D04731,ios
D04732,web
D04733,web
D04734,ios
D04735,ios
D04736,web
D04737,web
D04738,android
D04739,web
D04740,web
D04741,ios
D04742,web
D04743,web
D04744,android
D04745,android
D04746,web
D04747,ios
D04748,ios
D04749,ios
D04750,web
D04751,android
D04752,ios
D04753,ios
D04754,ios
D04755,web
D04756,android
D04757,android
D04758,web
D04759,android
D04760,android
D04761,web
D04762,android
D04763,ios
D04764,web
D04765,web
D04766,android
D04767,web
D04768,web
D04769,android
D04770,web
D04771,android
D04772,android
D04773,web
D04774,android
D04775,ios
D04776,ios
D04777,android
D04778,ios
D04779,android
D04780,web
D04781,web
D04782,android
D04783,ios
D04784,android
D04785,android
D04786,web
D04787,web
D04788,ios
D04789,web
D04790,ios
D04791,web
D04792,android
D04793,android
D04794,web
D04795,web
D04796,android
D04797,android
D04798,android
D04799,web
D04800,ios
D04801,android
D04802,ios
D04803,android
D04804,ios
D04805,android
D04806,android
D04807,ios
D04808,web
D04809,ios
D04810,android
D04811,android
D04812,android
D04813,android
D04814,ios
D04815,web
D04816,ios
D04817,ios
D04818,android
D04819,android
D04820,android
D04821,ios
D04822,android
D04823,android
D04824,android
D04825,android
D04826,ios
D04827,ios
D04828,android
D04829,ios
D04830,ios
D04831,web
D04832,android
D04833,web
D04834,web
D04835,android
D04836,android
D04837,web
D04838,web
D04839,ios
D04840,ios
D04841,web
D04842,web
D04843,ios
D04844,web
D04845,ios
D04846,ios
D04847,ios
D04848,ios
D04849,web
D04850,web
D04851,ios
D04852,android
D04853,web
D04854,ios
D04855,ios
D04856,ios
D04857,android
D04858,web
D04859,web
D04860,android
D04861,web
D04862,web
D04863,android
D04864,android
D04865,ios
D04866,web
D04867,web
D04868,ios
D04869,ios
D04870,android
D04871,android
D04872,ios
D04873,ios
D04874,web
D04875,android
D04876,web
D04877,web
D04878,android
D04879,android
D04880,ios
D04881,android
D04882,web
D04883,web
D04884,ios
D04885,web
D04886,ios
D04887,web
D04888,web
D04889,android
D04890,android
D04891,android
D04892,web
D04893,web
D04894,web
D04895,web
D04896,android
D04897,android
D04898,web
D04899,ios
D04900,android
D04901,web
D04902,android
D04903,ios
D04904,web
D04905,android
D04906,ios
D04907,web
D04908,android
D04909,android
D04910,web
D04911,android
D04912,web
D04913,ios
D04914,ios
D04915,web
D04916,ios
D04917,android
D04918,web
D04919,ios
D04920,web
D04921,web
D04922,ios
D04923,android
D04924,android
D04925,web
D04926,android
D04927,web
D04928,ios
D04929,ios
D04930,web
D04931,web
D04932,android
D04933,web
D04934,android
D04935,android
D04936,ios
D04937,web
D04938,android
D04939,android
D04940,web
D04941,web
D04942,web
D04943,web
D04944,ios
D04945,ios
D04946,android
D04947,android
D04948,web
D04949,web
D04950,ios
D04951,android
D04952,web
D04953,android
D04954,android
D04955,android
D04956,android
D04957,android
D04958,web
D04959,web
D04960,ios
D04961,ios
D04962,web
D04963,ios
D04964,web
D04965,ios
D04966,web
D04967,android
D04968,ios
D04969,android
D04970,web
D04971,ios
D04972,android
D04973,android
D04974,web
D04975,ios
D04976,android
D04977,ios
D04978,ios
D04979,android
D04980,web
D04981,android
D04982,ios
D04983,web
D04984,web
D04985,web
D04986,android
D04987,web
D04988,android
D04989,web
D04990,web
D04991,ios
D04992,android
D04993,ios
D04994,android
D04995,ios
D04996,web
D04997,android
D04998,android
D04999,android
D05000,ios
