customer_id,account_age_days,avg_transaction_amount,usual_location,transaction_frequency
C05384,1207,5380.21,Chennai,low
C05385,1307,3112.04,Kolkata,low
C05386,47,1827.34,Delhi,medium
C05387,904,4331.64,Mumbai,medium
C05388,486,673.44,Visakhapatnam,high
C05389,698,757.92,Vijayawada,medium
C05390,1368,436.97,Delhi,high
C05391,756,1142.44,Visakhapatnam,low
C05392,416,1999.49,Mumbai,low
C05393,661,1924.46,Mumbai,low
C05394,83,1983.49,Vijayawada,high
C05395,110,719.36,Mumbai,high
C05396,743,3033.86,Bengaluru,medium
C05397,675,2103.38,Delhi,high
C05398,457,2898.73,Delhi,medium
C05399,364,525.97,Kolkata,medium
C05400,507,2203.96,Delhi,medium
C05401,85,831.72,Mumbai,medium
C05402,282,1390.31,Kolkata,low
C05403,939,2547.53,Delhi,medium
C05404,130,1909.8,Ahmedabad,medium
C05405,847,1034.88,Delhi,low
C05406,809,1807.35,Visakhapatnam,low
C05407,220,665.17,Mumbai,high
C05408,1214,3801.75,Vijayawada,low
C05409,363,1575.15,Delhi,low
C05410,1031,3724.17,Visakhapatnam,medium
C05411,678,1278.31,Kolkata,low
C05412,460,1280.77,Bengaluru,high
C05413,766,1095.34,Ahmedabad,medium
C05414,1071,3181.33,Bengaluru,medium
C05415,63,1135.03,Hyderabad,medium
C05416,890,2736.76,Kolkata,low
C05417,756,1403.81,Pune,medium
C05418,163,498.28,Kolkata,high
C05419,645,1242.45,Delhi,high
C05420,202,836.41,Kolkata,medium
C05421,62,1840.11,Chennai,high
C05422,1355,830.29,Pune,low
C05423,318,3286.0,Delhi,low
C05424,1186,1696.53,Hyderabad,low
C05425,1092,1603.76,Mumbai,low
C05426,1453,2756.93,Ahmedabad,low
C05427,155,3368.02,Visakhapatnam,low
C05428,1383,1776.64,Chennai,medium
C05429,1294,1090.36,Kolkata,low
C05430,888,568.19,Mumbai,low
C05431,1092,1152.41,Mumbai,high
C05432,1399,1205.14,Mumbai,medium
C05433,254,1929.72,Mumbai,low
C05434,1048,1438.27,Delhi,medium
C05435,856,2814.95,Pune,medium
C05436,1303,1208.46,Pune,low
C05437,82,1734.48,Pune,low
C05438,993,3885.99,Hyderabad,high
C05439,325,2247.85,Kolkata,low
C05440,1134,1731.11,Kolkata,high
C05441,1105,1217.16,Mumbai,low
C05442,235,1192.66,Hyderabad,medium
C05443,486,1035.5,Bengaluru,medium
C05444,165,1266.34,Bengaluru,medium
C05445,981,2941.65,Kolkata,high
C05446,931,1558.24,Mumbai,high
C05447,1334,748.59,Hyderabad,medium
C05448,1005,5680.83,Ahmedabad,medium
C05449,292,2216.13,Pune,high
C05450,1135,721.28,Pune,high
C05451,1398,1350.65,Bengaluru,medium
C05452,1039,1934.53,Visakhapatnam,low
C05453,287,5450.85,Delhi,high
C05454,295,875.91,Mumbai,low
C05455,1380,3394.69,Bengaluru,high
C05456,224,4470.29,Kolkata,medium
C05457,1289,1196.21,Bengaluru,low
C05458,493,1502.91,Chennai,low
C05459,1380,917.76,Chennai,medium
C05460,1485,1577.02,Ahmedabad,high
C05461,1239,1757.69,Vijayawada,high
C05462,1212,2763.67,Chennai,low
C05463,701,3656.13,Kolkata,medium
C05464,1384,1106.86,Mumbai,high
C05465,100,501.09,Kolkata,high
C05466,128,1775.31,Delhi,low
C05467,59,2178.39,Mumbai,high
C05468,99,2116.81,Delhi,low
C05469,842,1455.64,Pune,low
C05470,1201,1952.04,Ahmedabad,medium
C05471,734,4820.25,Delhi,high
C05472,1212,2306.92,Kolkata,medium
C05473,469,1412.13,Ahmedabad,high
C05474,568,1300.38,Vijayawada,medium
C05475,271,1611.85,Chennai,high
C05476,1083,5215.67,Pune,medium
C05477,411,1597.82,Chennai,medium
C05478,1028,1776.99,Vijayawada,medium
C05479,1388,1315.59,Bengaluru,high
C05480,731,3677.11,Vijayawada,medium
C05481,159,6434.54,Pune,medium
C05482,1345,2412.55,Hyderabad,high
C05483,288,1899.5,Bengaluru,low
C05484,966,1843.55,Bengaluru,low
C05485,1157,382.12,Chennai,low
C05486,741,2921.61,Chennai,medium
C05487,923,1964.02,Vijayawada,low
C05488,1063,2377.88,Mumbai,medium
C05489,1076,1133.53,Delhi,low
C05490,1423,1401.99,Delhi,low
C05491,436,1377.98,Pune,high
C05492,1260,3496.78,Mumbai,high
C05493,1116,1407.19,Vijayawada,low
C05494,1121,6969.31,Pune,high
C05495,501,2381.78,Vijayawada,low
C05496,796,785.52,Mumbai,low
C05497,1423,1655.71,Mumbai,high
C05498,1329,1178.45,Visakhapatnam,low
C05499,1496,432.33,Mumbai,high
C05500,1278,5090.84,Kolkata,low
C05501,600,2842.91,Hyderabad,medium
C05502,637,2545.61,Kolkata,high
C05503,892,2004.31,Ahmedabad,medium
C05504,689,733.06,Mumbai,high
C05505,644,1314.47,Hyderabad,low
C05506,544,3111.0,Vijayawada,high
C05507,668,908.91,Delhi,high
C05508,1285,347.2,Visakhapatnam,low
C05509,151,1552.97,Kolkata,low
C05510,324,1641.56,Ahmedabad,low
C05511,526,1965.81,Kolkata,low
C05512,1353,2890.19,Kolkata,medium
C05513,1241,2724.35,Delhi,low
C05514,747,2129.71,Bengaluru,low
C05515,595,3915.26,Mumbai,medium
C05516,282,670.63,Visakhapatnam,high
C05517,340,2498.69,Delhi,medium
C05518,321,2704.82,Chennai,medium
C05519,52,804.18,Bengaluru,high
C05520,667,677.68,Vijayawada,low
C05521,1317,1108.41,Visakhapatnam,medium
C05522,505,1170.91,Ahmedabad,medium
C05523,285,2937.35,Vijayawada,high
C05524,1279,1207.24,Ahmedabad,low
C05525,174,1031.65,Pune,medium
C05526,113,1209.52,Kolkata,medium
C05527,261,3724.37,Ahmedabad,medium
C05528,1228,1815.33,Mumbai,high
C05529,1446,1602.03,Ahmedabad,medium
C05530,490,1675.79,Vijayawada,low
C05531,211,4168.79,Visakhapatnam,high
C05532,772,1106.08,Delhi,high
C05533,1042,4232.81,Kolkata,medium
C05534,146,2063.92,Bengaluru,medium
C05535,594,1621.76,Chennai,high
C05536,1070,9146.51,Pune,medium
C05537,1395,906.31,Chennai,medium
C05538,200,1430.31,Hyderabad,low
C05539,1490,807.92,Ahmedabad,low
C05540,1229,3343.06,Ahmedabad,low
C05541,1240,5396.55,Kolkata,high
C05542,574,5329.39,Bengaluru,high
C05543,1029,3988.25,Vijayawada,high
C05544,1188,1583.02,Kolkata,high
C05545,1092,1419.61,Kolkata,low
C05546,1262,607.46,Bengaluru,high
C05547,1346,6760.55,Bengaluru,high
C05548,224,2441.52,Bengaluru,low
C05549,768,1307.37,Visakhapatnam,high
C05550,1482,4267.48,Visakhapatnam,medium
C05551,836,956.47,Hyderabad,medium
C05552,1355,2344.54,Ahmedabad,medium
C05553,1204,1608.94,Vijayawada,low
C05554,846,2726.25,Kolkata,high
C05555,82,1727.13,Delhi,high
C05556,400,700.95,Hyderabad,high
C05557,703,1890.63,Bengaluru,medium
C05558,874,3559.24,Hyderabad,high
C05559,965,1766.14,Chennai,medium
C05560,1428,2979.07,Pune,medium
C05561,539,912.28,Chennai,medium
C05562,127,1769.54,Pune,medium
C05563,1461,1199.44,Chennai,low
C05564,458,2925.09,Vijayawada,high
C05565,1357,1837.22,Pune,high
C05566,851,2818.87,Pune,low
C05567,1053,3650.26,Bengaluru,medium
C05568,750,2821.7,Visakhapatnam,high
C05569,496,2149.67,Pune,medium
C05570,237,940.77,Bengaluru,high
C05571,861,1796.74,Pune,high
C05572,1048,1272.87,Mumbai,medium
C05573,444,1439.28,Chennai,high
C05574,1024,1411.06,Pune,medium
C05575,926,952.02,Pune,low
C05576,375,504.35,Pune,low
C05577,258,1165.9,Delhi,high
C05578,665,2041.09,Vijayawada,high
C05579,1345,749.37,Vijayawada,medium
C05580,1176,1818.44,Vijayawada,low
C05581,845,6190.16,Visakhapatnam,high
C05582,185,3500.04,Delhi,low
C05583,215,5238.78,Visakhapatnam,high
C05584,858,2321.05,Chennai,low
C05585,1496,3844.59,Pune,high
C05586,754,1124.36,Kolkata,low
C05587,818,1184.08,Bengaluru,high
C05588,631,303.41,Visakhapatnam,high
C05589,198,3891.45,Pune,low
C05590,936,4898.83,Hyderabad,low
C05591,1152,1256.36,Mumbai,high
C05592,590,1526.1,Hyderabad,medium
C05593,489,1102.72,Delhi,low
C05594,492,2308.3,Ahmedabad,high
C05595,472,3739.65,Mumbai,low
C05596,637,579.83,Delhi,low
C05597,1283,2348.84,Ahmedabad,medium
C05598,878,1503.73,Vijayawada,high
C05599,1193,1937.68,Delhi,medium
C05600,411,2425.73,Vijayawada,high
C05601,848,1592.74,Visakhapatnam,medium
C05602,565,1682.79,Pune,medium
C05603,913,1566.38,Pune,medium
C05604,510,3382.08,Pune,high
C05605,761,2363.11,Bengaluru,high
C05606,305,2077.5,Pune,high
C05607,535,787.94,Vijayawada,high
C05608,293,1407.35,Bengaluru,high
C05609,1480,3228.19,Ahmedabad,high
C05610,672,1844.65,Bengaluru,high
C05611,496,2763.46,Pune,high
C05612,1467,5674.71,Vijayawada,low
C05613,982,3535.59,Chennai,high
C05614,138,1912.36,Ahmedabad,high
C05615,926,1291.29,Ahmedabad,high
C05616,923,342.32,Bengaluru,low
C05617,75,1613.39,Vijayawada,medium
C05618,1174,1456.27,Hyderabad,medium
C05619,1006,2319.9,Mumbai,low
C05620,1426,1628.64,Pune,low
C05621,595,1461.61,Visakhapatnam,medium
C05622,86,566.19,Visakhapatnam,medium
C05623,912,977.07,Mumbai,medium
C05624,470,2453.73,Ahmedabad,medium
C05625,1132,5491.09,Chennai,medium
C05626,506,1689.44,Visakhapatnam,high
C05627,863,2227.46,Mumbai,high
C05628,1425,3343.1,Visakhapatnam,medium
C05629,43,1062.59,Visakhapatnam,low
C05630,1488,2284.66,Pune,high
C05631,275,1112.34,Bengaluru,high
C05632,160,3157.95,Vijayawada,medium
C05633,360,1986.15,Delhi,low
C05634,1261,2185.36,Mumbai,low
C05635,90,1082.31,Ahmedabad,high
C05636,274,2850.11,Pune,low
C05637,222,6978.61,Kolkata,high
C05638,1465,934.86,Kolkata,medium
C05639,810,1443.32,Ahmedabad,low
C05640,733,2092.44,Mumbai,low
C05641,667,3001.02,Pune,low
C05642,1478,1251.17,Kolkata,medium
C05643,1053,285.45,Bengaluru,low
C05644,563,4354.72,Kolkata,low
C05645,494,2950.92,Pune,high
C05646,1326,579.77,Bengaluru,medium
C05647,955,1212.72,Bengaluru,high
C05648,557,4988.35,Hyderabad,high
C05649,154,4612.89,Vijayawada,low
C05650,1428,3313.16,Pune,low
C05651,375,1605.3,Hyderabad,high
C05652,55,1899.76,Hyderabad,medium
C05653,817,1653.15,Chennai,low
C05654,1193,3747.7,Visakhapatnam,medium
C05655,172,1018.66,Mumbai,low
C05656,1333,1066.11,Visakhapatnam,medium
C05657,402,3471.08,Vijayawada,low
C05658,737,1748.84,Bengaluru,high
C05659,346,4409.63,Visakhapatnam,medium
C05660,1205,1163.35,Mumbai,medium
C05661,1476,1737.04,Mumbai,high
C05662,334,988.29,Ahmedabad,low
C05663,1304,1808.63,Hyderabad,high
C05664,276,688.48,Chennai,medium
C05665,250,1311.05,Pune,high
C05666,399,707.67,Visakhapatnam,high
C05667,372,2825.93,Bengaluru,medium
C05668,425,2867.87,Visakhapatnam,low
C05669,1285,584.57,Pune,medium
C05670,1378,4283.68,Vijayawada,medium
C05671,947,9125.81,Bengaluru,high
C05672,1165,1854.64,Bengaluru,medium
C05673,534,1186.56,Pune,low
C05674,520,11286.43,Ahmedabad,low
C05675,857,763.73,Hyderabad,medium
C05676,150,1823.68,Ahmedabad,high
C05677,1479,2022.92,Visakhapatnam,low
C05678,1094,4315.15,Bengaluru,high
C05679,1371,2274.17,Pune,high
C05680,1183,1301.7,Visakhapatnam,high
C05681,1119,969.98,Vijayawada,medium
C05682,1148,1441.38,Delhi,medium
C05683,686,935.46,Mumbai,medium
C05684,435,1856.83,Chennai,high
C05685,903,1247.4,Kolkata,medium
C05686,802,681.58,Bengaluru,medium
C05687,78,4069.95,Ahmedabad,low
C05688,688,1302.52,Vijayawada,medium
C05689,1278,789.38,Kolkata,medium
C05690,1049,1613.52,Chennai,high
C05691,1461,1881.8,Hyderabad,high
C05692,115,578.44,Delhi,low
C05693,658,2233.03,Visakhapatnam,high
C05694,1199,911.32,Vijayawada,low
C05695,1342,5473.7,Pune,high
C05696,128,2530.36,Vijayawada,low
C05697,126,1387.98,Chennai,medium
C05698,415,1108.97,Pune,high
C05699,137,1681.28,Kolkata,high
C05700,1071,2680.76,Vijayawada,low
C05701,1071,1770.42,Pune,high
C05702,1461,1563.04,Hyderabad,low
C05703,232,1869.61,Ahmedabad,low
C05704,483,1215.65,Pune,low
C05705,1492,1440.09,Delhi,medium
C05706,453,463.95,Visakhapatnam,high
C05707,1285,3389.59,Hyderabad,low
C05708,811,2185.85,Delhi,high
C05709,268,1088.76,Chennai,low
C05710,522,6183.99,Pune,low
C05711,828,1904.74,Delhi,medium
C05712,853,917.86,Hyderabad,low
C05713,320,3141.39,Visakhapatnam,low
C05714,1303,2331.51,Chennai,medium
C05715,1423,2326.26,Visakhapatnam,high
C05716,1312,1364.85,Chennai,low
C05717,1368,2412.37,Chennai,medium
C05718,1443,1518.38,Hyderabad,medium
C05719,877,2583.51,Kolkata,medium
C05720,418,521.82,Ahmedabad,medium
C05721,1259,1357.67,Hyderabad,high
C05722,1448,5513.43,Kolkata,low
C05723,1455,1093.29,Ahmedabad,low
C05724,1387,1215.67,Delhi,low
C05725,1335,1345.29,Bengaluru,low
C05726,355,817.23,Ahmedabad,low
C05727,405,428.44,Vijayawada,medium
C05728,372,1549.46,Chennai,high
C05729,1494,1966.19,Kolkata,medium
C05730,1128,1739.61,Chennai,medium
C05731,1197,1638.23,Chennai,low
C05732,274,1851.07,Kolkata,low
C05733,207,3499.55,Vijayawada,medium
C05734,441,1590.42,Mumbai,high
C05735,103,1239.41,Ahmedabad,medium
C05736,253,1499.39,Bengaluru,low
C05737,107,2623.11,Kolkata,low
C05738,201,4506.88,Bengaluru,low
C05739,922,1196.61,Visakhapatnam,medium
C05740,927,1919.56,Mumbai,medium
C05741,1252,2242.79,Hyderabad,high
C05742,1061,944.23,Delhi,low
C05743,681,1824.05,Hyderabad,high
C05744,59,694.27,Mumbai,medium
C05745,543,570.01,Mumbai,medium
C05746,976,2284.56,Delhi,high
C05747,145,1402.52,Kolkata,medium
C05748,343,2052.93,Chennai,high
C05749,160,1779.18,Delhi,low
C05750,1314,954.21,Delhi,medium
C05751,1377,1747.82,Ahmedabad,low
C05752,932,807.57,Bengaluru,low
C05753,1262,4445.62,Vijayawada,medium
C05754,1170,745.58,Mumbai,low
C05755,1150,1584.91,Pune,low
C05756,258,914.21,Bengaluru,medium
C05757,1090,2607.94,Vijayawada,low
C05758,1296,1451.15,Mumbai,high
C05759,688,1284.86,Pune,low
C05760,323,3134.18,Bengaluru,high
C05761,508,1834.77,Hyderabad,medium
C05762,37,2518.35,Visakhapatnam,low
C05763,823,951.16,Visakhapatnam,low
C05764,489,722.28,Hyderabad,high
C05765,1147,1929.91,Bengaluru,low
C05766,1358,1463.07,Ahmedabad,high
C05767,1350,2704.64,Kolkata,medium
C05768,1434,1708.89,Visakhapatnam,medium
C05769,950,2056.66,Delhi,high
C05770,1034,626.62,Visakhapatnam,medium
C05771,736,6142.74,Ahmedabad,medium
C05772,343,1617.74,Ahmedabad,high
C05773,767,2832.67,Delhi,low
C05774,617,1045.32,Mumbai,medium
C05775,556,2198.98,Mumbai,medium
C05776,72,771.77,Kolkata,medium
C05777,324,2414.83,Hyderabad,medium
C05778,870,1428.18,Vijayawada,low
C05779,853,1834.48,Mumbai,high
C05780,752,2833.38,Delhi,medium
C05781,892,807.86,Kolkata,medium
C05782,956,1153.58,Ahmedabad,medium
C05783,979,2423.1,Pune,medium
C05784,697,7040.16,Kolkata,low
C05785,1115,1645.48,Delhi,low
C05786,474,2643.29,Delhi,high
C05787,428,1679.1,Visakhapatnam,medium
C05788,978,6361.39,Vijayawada,medium
C05789,797,578.16,Chennai,low
C05790,834,1914.18,Mumbai,medium
C05791,252,625.74,Vijayawada,high
C05792,956,352.93,Chennai,high
C05793,874,2183.95,Hyderabad,low
C05794,474,1970.84,Pune,high
C05795,350,1495.77,Kolkata,high
C05796,914,1679.94,Mumbai,medium
C05797,78,13486.39,Delhi,medium
C05798,1192,1521.92,Mumbai,medium
C05799,1423,2507.7,Visakhapatnam,low
C05800,1343,1180.22,Kolkata,high
C05801,435,2180.79,Mumbai,medium
C05802,678,1541.78,Ahmedabad,low
C05803,297,1378.44,Ahmedabad,medium
C05804,1280,5871.27,Visakhapatnam,high
C05805,1316,3868.85,Hyderabad,high
C05806,228,1967.32,Bengaluru,low
C05807,73,402.54,Hyderabad,low
C05808,708,1423.52,Bengaluru,medium
C05809,760,10430.71,Delhi,high
C05810,338,1549.38,Delhi,medium
C05811,165,3687.24,Pune,high
C05812,676,4595.37,Visakhapatnam,medium
C05813,1002,2075.32,Pune,high
C05814,388,1041.44,Chennai,medium
C05815,237,369.66,Vijayawada,low
C05816,341,2808.06,Mumbai,medium
C05817,272,1059.92,Vijayawada,high
C05818,869,2018.36,Mumbai,high
C05819,1161,798.84,Ahmedabad,high
C05820,605,1514.95,Delhi,low
C05821,1389,1839.89,Mumbai,medium
C05822,228,2143.36,Hyderabad,low
C05823,810,872.1,Ahmedabad,medium
C05824,1006,3918.77,Mumbai,low
C05825,1230,1221.16,Pune,medium
C05826,1227,606.16,Visakhapatnam,low
C05827,946,1676.86,Hyderabad,medium
C05828,1405,1840.67,Visakhapatnam,medium
C05829,725,1998.05,Bengaluru,medium
C05830,171,4363.06,Mumbai,low
C05831,1308,1543.57,Chennai,high
C05832,836,1665.35,Mumbai,low
C05833,1399,878.73,Delhi,high
C05834,686,3068.37,Chennai,high
C05835,200,2029.09,Pune,high
C05836,1043,1369.94,Hyderabad,high
C05837,1238,521.91,Kolkata,low
C05838,777,4602.75,Chennai,low
C05839,1081,810.42,Chennai,high
C05840,78,1225.63,Ahmedabad,medium
C05841,371,2272.11,Hyderabad,high
C05842,519,826.98,Chennai,medium
C05843,949,681.82,Kolkata,medium
C05844,112,452.59,Chennai,high
C05845,1374,2876.1,Ahmedabad,high
C05846,194,1262.91,Pune,high
C05847,94,12067.46,Mumbai,high
C05848,51,943.14,Visakhapatnam,low
C05849,649,988.91,Kolkata,low
C05850,992,1246.43,Kolkata,medium
C05851,103,2108.18,Chennai,high
C05852,798,1325.98,Pune,medium
C05853,1079,2679.96,Kolkata,medium
C05854,1478,952.85,Pune,low
C05855,739,733.27,Chennai,high
C05856,425,559.31,Ahmedabad,medium
C05857,576,424.21,Bengaluru,medium
C05858,1405,1285.36,Bengaluru,high
C05859,682,1480.16,Vijayawada,low
C05860,77,1194.05,Mumbai,low
C05861,527,4039.01,Bengaluru,low
C05862,794,3998.85,Bengaluru,low
C05863,1201,1447.97,Delhi,low
C05864,184,560.87,Hyderabad,high
C05865,57,1245.36,Pune,high
C05866,174,1218.84,Mumbai,high
C05867,1312,1174.27,Ahmedabad,high
C05868,707,1143.7,Bengaluru,high
C05869,279,1177.08,Hyderabad,high
C05870,314,1400.09,Delhi,high
C05871,196,1190.87,Mumbai,low
C05872,1500,2061.01,Bengaluru,low
C05873,916,2275.11,Delhi,low
C05874,132,995.88,Bengaluru,medium
C05875,686,4112.29,Vijayawada,low
C05876,1004,951.94,Delhi,high
C05877,1044,628.9,Visakhapatnam,high
C05878,411,2305.49,Ahmedabad,medium
C05879,1414,1058.1,Visakhapatnam,low
C05880,936,2218.04,Mumbai,high
C05881,42,377.34,Bengaluru,low
C05882,434,4449.91,Chennai,low
C05883,1140,2786.48,Visakhapatnam,low
C05884,1463,678.74,Bengaluru,high
C05885,185,688.38,Delhi,low
C05886,688,5337.51,Delhi,low
C05887,838,1114.59,Visakhapatnam,medium
C05888,1261,1046.62,Kolkata,high
C05889,1341,412.65,Chennai,low
C05890,903,1433.02,Chennai,medium
C05891,523,1552.35,Vijayawada,low
C05892,1371,2865.83,Chennai,medium
C05893,360,724.98,Bengaluru,low
C05894,158,670.05,Ahmedabad,medium
C05895,153,2413.1,Visakhapatnam,medium
C05896,193,3463.09,Ahmedabad,low
C05897,1411,648.26,Bengaluru,medium
C05898,1234,3635.59,Pune,high
C05899,1424,1844.46,Visakhapatnam,high
C05900,164,3659.99,Visakhapatnam,medium
C05901,683,1719.69,Ahmedabad,medium
C05902,1013,349.35,Pune,medium
C05903,644,1630.7,Ahmedabad,medium
C05904,1148,3585.44,Delhi,low
C05905,1232,1006.88,Mumbai,low
C05906,1444,1398.79,Pune,medium
C05907,982,1605.28,Ahmedabad,medium
C05908,855,273.38,Ahmedabad,medium
C05909,956,5334.33,Mumbai,low
C05910,819,1001.89,Kolkata,low
C05911,315,2500.56,Pune,medium
C05912,1324,1701.37,Mumbai,medium
C05913,778,4076.5,Hyderabad,medium
C05914,1385,2343.68,Mumbai,low
C05915,1244,1545.1,Mumbai,low
C05916,224,1007.03,Hyderabad,medium
C05917,997,3023.42,Mumbai,medium
C05918,720,532.62,Delhi,low
C05919,1048,2739.06,Kolkata,low
C05920,651,881.09,Vijayawada,medium
C05921,496,4062.39,Delhi,medium
C05922,1272,1998.97,Ahmedabad,medium
C05923,921,2735.92,Mumbai,medium
C05924,1393,1898.53,Hyderabad,medium
C05925,247,576.22,Bengaluru,medium
C05926,1475,1028.72,Ahmedabad,high
C05927,622,2786.65,Mumbai,low
C05928,1092,2005.94,Ahmedabad,low
C05929,882,3878.43,Ahmedabad,low
C05930,660,2339.45,Mumbai,medium
C05931,1321,960.24,Chennai,high
C05932,1296,1072.88,Kolkata,high
C05933,279,1924.53,Visakhapatnam,low
C05934,1114,399.98,Chennai,medium
C05935,794,5341.59,Mumbai,medium
C05936,1187,2398.69,Ahmedabad,low
C05937,66,3996.26,Ahmedabad,medium
C05938,884,644.29,Delhi,low
C05939,698,4042.06,Delhi,medium
C05940,1328,7677.25,Ahmedabad,medium
C05941,1166,762.78,Pune,high
C05942,708,2971.89,Delhi,low
C05943,689,1801.3,Visakhapatnam,low
C05944,1480,659.62,Visakhapatnam,high
C05945,515,2479.76,Delhi,medium
C05946,1183,3094.51,Ahmedabad,low
C05947,671,1217.81,Vijayawada,low
C05948,816,3840.61,Mumbai,high
C05949,688,609.2,Bengaluru,high
C05950,1035,681.26,Ahmedabad,high
C05951,574,1967.13,Bengaluru,medium
C05952,827,1829.95,Delhi,medium
C05953,1487,1129.77,Mumbai,medium
C05954,150,3046.59,Ahmedabad,low
C05955,487,2541.79,Hyderabad,medium
C05956,759,3144.26,Visakhapatnam,medium
C05957,1180,1661.55,Mumbai,medium
C05958,685,2663.03,Ahmedabad,medium
C05959,1268,1347.32,Vijayawada,low
C05960,1352,6839.87,Delhi,high
C05961,1269,1061.45,Bengaluru,medium
C05962,154,7072.61,Delhi,high
C05963,1062,1841.29,Chennai,low
C05964,800,736.17,Kolkata,high
C05965,52,4379.95,Chennai,medium
C05966,448,1953.5,Mumbai,medium
C05967,81,3129.95,Hyderabad,high
C05968,1348,3988.01,Kolkata,low
C05969,784,2242.2,Ahmedabad,low
C05970,944,1224.86,Kolkata,high
C05971,351,3393.97,Visakhapatnam,medium
C05972,673,1800.88,Bengaluru,medium
C05973,963,2811.15,Chennai,low
C05974,1476,443.91,Visakhapatnam,medium
C05975,613,2406.86,Mumbai,high
C05976,293,1188.52,Pune,low
C05977,283,5272.15,Hyderabad,medium
C05978,1161,2698.76,Ahmedabad,medium
C05979,320,2103.69,Pune,high
C05980,798,2469.19,Vijayawada,low
C05981,1317,940.64,Kolkata,high
C05982,693,5170.16,Kolkata,low
C05983,698,6567.79,Visakhapatnam,low
C05984,1348,2323.75,Chennai,medium
C05985,1188,5060.92,Visakhapatnam,low
C05986,1077,1243.39,Hyderabad,high
C05987,1498,1072.15,Mumbai,medium
C05988,160,1848.52,Bengaluru,low
C05989,340,2388.1,Bengaluru,high
C05990,364,1393.33,Delhi,low
C05991,767,2553.17,Pune,medium
C05992,196,2196.66,Kolkata,medium
C05993,172,940.72,Ahmedabad,medium
C05994,1146,2521.87,Hyderabad,high
C05995,882,3155.29,Kolkata,high
C05996,347,2012.23,Vijayawada,low
C05997,454,3807.63,Ahmedabad,low
C05998,266,815.85,Chennai,low
C05999,520,2439.89,Hyderabad,high
C06000,1429,841.23,Vijayawada,low
C06001,137,872.52,Delhi,medium
C06002,116,1194.44,Hyderabad,low
C06003,506,975.75,Mumbai,low
C06004,1055,1260.6,Pune,medium
C06005,823,1566.1,Kolkata,low
C06006,1074,3101.66,Chennai,medium
C06007,78,1460.87,Kolkata,high
C06008,169,642.19,Hyderabad,low
C06009,1237,3776.63,Hyderabad,low
C06010,500,1044.65,Visakhapatnam,medium
C06011,44,1732.59,Pune,high
C06012,195,2406.17,Visakhapatnam,medium
C06013,1072,2049.37,Mumbai,medium
C06014,465,3665.64,Mumbai,high
C06015,45,2457.49,Visakhapatnam,medium
C06016,574,1028.33,Vijayawada,medium
C06017,1076,7417.57,Kolkata,low
C06018,442,2042.35,Visakhapatnam,medium
C06019,715,1635.61,Delhi,medium
C06020,563,3368.06,Kolkata,low
C06021,1362,2116.85,Chennai,medium
C06022,89,2333.3,Ahmedabad,high
C06023,1364,9094.83,Vijayawada,medium
C06024,449,1505.25,Mumbai,low
C06025,115,1464.1,Kolkata,low
C06026,451,1941.7,Delhi,high
C06027,641,3612.04,Delhi,high
C06028,651,676.07,Pune,medium
C06029,141,501.66,Delhi,high
C06030,546,1228.95,Delhi,high
C06031,78,622.34,Chennai,low
C06032,473,1365.67,Mumbai,medium
C06033,452,2495.31,Ahmedabad,high
C06034,825,1008.84,Pune,medium
C06035,830,712.02,Visakhapatnam,low
C06036,1036,1882.98,Ahmedabad,high
C06037,1252,3153.27,Chennai,high
C06038,538,598.13,Bengaluru,high
C06039,249,3067.73,Hyderabad,low
C06040,1298,3061.9,Hyderabad,low
C06041,591,3346.59,Hyderabad,medium
C06042,941,3974.1,Kolkata,high
C06043,1193,7531.51,Mumbai,low
C06044,139,1428.07,Pune,low
C06045,1352,1932.87,Delhi,medium
C06046,793,1373.14,Bengaluru,medium
C06047,885,1802.31,Hyderabad,medium
C06048,101,4875.17,Bengaluru,medium
C06049,320,750.91,Chennai,medium
C06050,449,1028.5,Bengaluru,high
C06051,1426,4405.94,Hyderabad,medium
C06052,387,3493.17,Hyderabad,low
C06053,206,1421.55,Delhi,medium
C06054,1217,3136.63,Vijayawada,medium
C06055,583,2246.96,Hyderabad,high
C06056,1183,4772.95,Ahmedabad,low
C06057,1446,1889.32,Mumbai,low
C06058,163,3505.9,Kolkata,high
C06059,802,10025.12,Hyderabad,low
C06060,1048,2655.28,Kolkata,medium
C06061,874,1858.65,Mumbai,low
C06062,1211,2878.81,Hyderabad,high
C06063,159,1419.57,Chennai,high
C06064,606,8499.15,Ahmedabad,low
C06065,577,2023.51,Hyderabad,high
C06066,586,1507.39,Delhi,low
C06067,1442,1045.6,Ahmedabad,low
C06068,1361,3672.89,Hyderabad,high
C06069,921,3162.8,Vijayawada,high
C06070,1030,1302.79,Delhi,high
C06071,126,2618.18,Chennai,medium
C06072,211,675.18,Visakhapatnam,medium
C06073,964,2029.96,Ahmedabad,high
C06074,365,2415.92,Pune,high
C06075,790,5460.56,Vijayawada,high
C06076,328,1090.63,Pune,high
C06077,1339,784.16,Pune,medium
C06078,386,1005.78,Visakhapatnam,medium
C06079,792,755.04,Ahmedabad,medium
C06080,628,4291.4,Mumbai,high
C06081,1042,4925.38,Vijayawada,medium
C06082,767,2216.5,Kolkata,low
C06083,1263,3981.38,Chennai,low
C06084,711,1963.76,Pune,high
C06085,985,1692.09,Ahmedabad,high
